hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0013080	3	Focused-attention	hed:HED_0013076	relatedTag=Divided-attention	Responding discretely to specific visual, auditory, or tactile stimuli.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013079)			
hed:HED_0013081	3	Orienting-attention	hed:HED_0013076		Directing attention to a target stimulus.	hed:HED_0013076			
hed:HED_0013082	3	Overt-attention	hed:HED_0013076	relatedTag=Covert-attention	Selectively processing one location over others by moving the eyes to point at that location.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013078)			
hed:HED_0013083	3	Selective-attention	hed:HED_0013076		Maintaining a behavioral or cognitive set in the face of distracting or competing stimuli. Ability to pay attention to a limited array of all available sensory information.	hed:HED_0013076			
hed:HED_0013084	3	Sustained-attention	hed:HED_0013076		Maintaining a consistent behavioral response during continuous and repetitive activity.	hed:HED_0013076			
hed:HED_0013085	3	Switched-attention	hed:HED_0013076		Having to switch attention between two or more modalities of presentation.	hed:HED_0013076			
hed:HED_0013086	3	Top-down-attention	hed:HED_0013076	relatedTag=Bottom-up-attention	Voluntary allocation of attention to certain features. Sometimes this is referred to goal-oriented attention.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013077)			
hed:HED_0013087	2	Task-effect-evidence	hed:HED_0013062		The evidence supporting the conclusion that the event had the specified effect.	hed:HED_0013062			
hed:HED_0013088	3	Behavioral-evidence	hed:HED_0013087		An indication or conclusion based on the behavior of an agent.	hed:HED_0013087			
hed:HED_0013089	3	Computational-evidence	hed:HED_0013087		A type of evidence in which data are produced, and/or generated, and/or analyzed on a computer.	hed:HED_0013087			
hed:HED_0013090	3	External-evidence	hed:HED_0013087		A phenomenon that follows and is caused by some previous phenomenon.	hed:HED_0013087			
hed:HED_0013091	3	Intended-effect	hed:HED_0013087		A phenomenon that is intended to follow and be caused by some previous phenomenon.	hed:HED_0013087			
hed:HED_0013092	2	Task-event-role	hed:HED_0013062		The purpose of an event with respect to the task.	hed:HED_0013062			
hed:HED_0013093	3	Experimental-stimulus	hed:HED_0013092		Part of something designed to elicit a response in the experiment.	hed:HED_0013092			
hed:HED_0013094	3	Incidental	hed:HED_0013092		A sensory or other type of event that is unrelated to the task or experiment.	hed:HED_0013092			
hed:HED_0013095	3	Instructional	hed:HED_0013092		Usually associated with a sensory event intended to give instructions to the participant about the task or behavior.	hed:HED_0013092			
hed:HED_0013096	3	Mishap	hed:HED_0013092		Unplanned disruption such as an equipment or experiment control abnormality or experimenter error.	hed:HED_0013092			
hed:HED_0013097	3	Participant-response	hed:HED_0013092		Something related to a participant actions in performing the task.	hed:HED_0013092			
hed:HED_0013098	3	Task-activity	hed:HED_0013092		Something that is part of the overall task or is necessary to the overall experiment but is not directly part of a stimulus-response cycle. Examples would be taking a survey or provided providing a silva sample.	hed:HED_0013092			
hed:HED_0013099	3	Warning	hed:HED_0013092		Something that should warn the participant that the parameters of the task have been or are about to be exceeded such as a warning message about getting too close to the shoulder of the road in a driving task.	hed:HED_0013092			
hed:HED_0013100	2	Task-relationship	hed:HED_0013062		Specifying organizational importance of sub-tasks.	hed:HED_0013062			
hed:HED_0013101	3	Background-subtask	hed:HED_0013100		A part of the task which should be performed in the background as for example inhibiting blinks due to instruction while performing the primary task.	hed:HED_0013100			
hed:HED_0013102	3	Primary-subtask	hed:HED_0013100		A part of the task which should be the primary focus of the participant.	hed:HED_0013100			
hed:HED_0013103	2	Task-stimulus-role	hed:HED_0013062		The role the stimulus plays in the task.	hed:HED_0013062			
hed:HED_0013104	3	Cue	hed:HED_0013103		A signal for an action, a pattern of stimuli indicating a particular response.	hed:HED_0013103			
hed:HED_0013105	3	Distractor	hed:HED_0013103		A person or thing that distracts or a plausible but incorrect option in a multiple-choice question. In pyschological studies this is sometimes referred to as a foil.	hed:HED_0013103			
hed:HED_0013106	3	Expected	hed:HED_0013103	relatedTag=Unexpected, suggestedTag=Target	Considered likely, probable or anticipated. Something of low information value as in frequent non-targets in an RSVP paradigm.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013126) and (hed:HED_0010106 some hed:HED_0013123)			
hed:HED_0013107	3	Extraneous	hed:HED_0013103		Irrelevant or unrelated to the subject being dealt with.	hed:HED_0013103			
hed:HED_0013108	3	Feedback	hed:HED_0013103		An evaluative response to an inquiry, process, event, or activity.	hed:HED_0013103			
hed:HED_0013109	3	Go-signal	hed:HED_0013103	relatedTag=Stop-signal	An indicator to proceed with a planned action.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013122)			
hed:HED_0013110	3	Meaningful	hed:HED_0013103		Conveying significant or relevant information.	hed:HED_0013103			
hed:HED_0013111	3	Newly-learned	hed:HED_0013103		Representing recently acquired information or understanding.	hed:HED_0013103			
hed:HED_0013112	3	Non-informative	hed:HED_0013103		Something that is not useful in forming an opinion or judging an outcome.	hed:HED_0013103			
hed:HED_0013113	3	Non-target	hed:HED_0013103	relatedTag=Target	Something other than that done or looked for. Also tag Expected if the Non-target is frequent.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013123)			
hed:HED_0013114	3	Not-meaningful	hed:HED_0013103		Not having a serious, important, or useful quality or purpose.	hed:HED_0013103			
hed:HED_0013115	3	Novel	hed:HED_0013103		Having no previous example or precedent or parallel.	hed:HED_0013103			
hed:HED_0013116	3	Oddball	hed:HED_0013103	relatedTag=Unexpected, suggestedTag=Target	Something unusual, or infrequent.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013126) and (hed:HED_0010106 some hed:HED_0013123)			
hed:HED_0013117	3	Penalty	hed:HED_0013103		A disadvantage, loss, or hardship due to some action.	hed:HED_0013103			
hed:HED_0013118	3	Planned	hed:HED_0013103	relatedTag=Unplanned	Something that was decided on or arranged in advance.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013127)			
hed:HED_0013119	3	Priming	hed:HED_0013103		An implicit memory effect in which exposure to a stimulus influences response to a later stimulus.	hed:HED_0013103			
hed:HED_0013120	3	Query	hed:HED_0013103		A sentence of inquiry that asks for a reply.	hed:HED_0013103			
hed:HED_0013121	3	Reward	hed:HED_0013103		A positive reinforcement for a desired action, behavior or response.	hed:HED_0013103			
hed:HED_0013122	3	Stop-signal	hed:HED_0013103	relatedTag=Go-signal	An indicator that the agent should stop the current activity.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013109)			
hed:HED_0013123	3	Target	hed:HED_0013103		Something fixed as a goal, destination, or point of examination.	hed:HED_0013103			
hed:HED_0013124	3	Threat	hed:HED_0013103		An indicator that signifies hostility and predicts an increased probability of attack.	hed:HED_0013103			
hed:HED_0013125	3	Timed	hed:HED_0013103		Something planned or scheduled to be done at a particular time or lasting for a specified amount of time.	hed:HED_0013103			
hed:HED_0013126	3	Unexpected	hed:HED_0013103	relatedTag=Expected	Something that is not anticipated.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013106)			
hed:HED_0013127	3	Unplanned	hed:HED_0013103	relatedTag=Planned	Something that has not been planned as part of the task.	hed:HED_0013103 and (hed:HED_0010105 some hed:HED_0013118)			
hed:HED_0013128	0	Relation	hed:HED_0000005	extensionAllowed	Concerns the way in which two or more people or things are connected.	hed:HED_0000005 and (hed:HED_0010307 value true) and (hed:HED_0000102 some hed:HED_0010004)			
hed:HED_0013129	1	Comparative-relation	hed:HED_0013128		Something considered in comparison to something else. The first entity is the focus.	hed:HED_0013128			
hed:HED_0013130	2	Approximately-equal-to	hed:HED_0013129		(A, (Approximately-equal-to, B)) indicates that A and B have almost the same value. Here A and B could refer to sizes, orders, positions or other quantities.	hed:HED_0013129			
hed:HED_0013131	2	Equal-to	hed:HED_0013129		(A, (Equal-to, B)) indicates that the size or order of A is the same as that of B.	hed:HED_0013129			
hed:HED_0013132	2	Greater-than	hed:HED_0013129		(A, (Greater-than, B)) indicates that the relative size or order of A is bigger than that of B.	hed:HED_0013129			
hed:HED_0013133	2	Greater-than-or-equal-to	hed:HED_0013129		(A, (Greater-than-or-equal-to, B)) indicates that the relative size or order of A is bigger than or the same as that of B.	hed:HED_0013129			
hed:HED_0013134	2	Less-than	hed:HED_0013129		(A, (Less-than, B)) indicates that A is smaller than B. Here A and B could refer to sizes, orders, positions or other quantities.	hed:HED_0013129			
hed:HED_0013135	2	Less-than-or-equal-to	hed:HED_0013129		(A, (Less-than-or-equal-to, B)) indicates that the relative size or order of A is smaller than or equal to B.	hed:HED_0013129			
hed:HED_0013136	2	Not-equal-to	hed:HED_0013129		(A, (Not-equal-to, B)) indicates that the size or order of A is not the same as that of B.	hed:HED_0013129			
hed:HED_0013137	1	Connective-relation	hed:HED_0013128		Indicates two entities are related in some way. The first entity is the focus.	hed:HED_0013128			
hed:HED_0013138	2	Belongs-to	hed:HED_0013137		(A, (Belongs-to, B)) indicates that A is a member of B.	hed:HED_0013137			
hed:HED_0013139	2	Connected-to	hed:HED_0013137		(A, (Connected-to, B)) indicates that A is related to B in some respect, usually through a direct link.	hed:HED_0013137			
hed:HED_0013140	2	Contained-in	hed:HED_0013137		(A, (Contained-in, B)) indicates that A is completely inside of B.	hed:HED_0013137			
hed:HED_0013141	2	Described-by	hed:HED_0013137		(A, (Described-by, B)) indicates that B provides information about A.	hed:HED_0013137			
hed:HED_0013142	2	From-to	hed:HED_0013137		(A, (From-to, B)) indicates a directional relation from A to B. A is considered the source.	hed:HED_0013137			
hed:HED_0013143	2	Group-of	hed:HED_0013137		(A, (Group-of, B)) indicates A is a group of items of type B.	hed:HED_0013137			
hed:HED_0013144	2	Implied-by	hed:HED_0013137		(A, (Implied-by, B)) indicates B is suggested by A.	hed:HED_0013137			
hed:HED_0013145	2	Includes	hed:HED_0013137		(A, (Includes, B)) indicates that A has B as a member or part.	hed:HED_0013137			
hed:HED_0013146	2	Interacts-with	hed:HED_0013137		(A, (Interacts-with, B)) indicates A and B interact, possibly reciprocally.	hed:HED_0013137			
hed:HED_0013147	2	Member-of	hed:HED_0013137		(A, (Member-of, B)) indicates A is a member of group B.	hed:HED_0013137			
hed:HED_0013148	2	Part-of	hed:HED_0013137		(A, (Part-of, B)) indicates A is a part of the whole B.	hed:HED_0013137			
hed:HED_0013149	2	Performed-by	hed:HED_0013137		(A, (Performed-by, B)) indicates that the action or procedure A was carried out by agent B.	hed:HED_0013137			
hed:HED_0013150	2	Performed-using	hed:HED_0013137		(A, (Performed-using, B)) indicates that the action or procedure A was accomplished using B.	hed:HED_0013137			
hed:HED_0013151	2	Related-to	hed:HED_0013137		(A, (Related-to, B)) indicates A has some relationship to B.	hed:HED_0013137			
hed:HED_0013152	2	Unrelated-to	hed:HED_0013137		(A, (Unrelated-to, B)) indicates that A is not related to B.  For example, A is not related to Task.	hed:HED_0013137			
hed:HED_0013153	1	Directional-relation	hed:HED_0013128		A relationship indicating direction of change of one entity relative to another. The first entity is the focus.	hed:HED_0013128			
hed:HED_0013154	2	Away-from	hed:HED_0013153		(A, (Away-from, B)) indicates that A is going or has moved away from B. The meaning depends on A and B.	hed:HED_0013153			
hed:HED_0013155	2	Towards	hed:HED_0013153		(A, (Towards, B)) indicates that A is going to or has moved to B. The meaning depends on A and B.	hed:HED_0013153			
hed:HED_0013156	1	Logical-relation	hed:HED_0013128		Indicating a logical relationship between entities. The first entity is usually the focus.	hed:HED_0013128			
hed:HED_0013157	2	And	hed:HED_0013156		(A, (And, B)) means A and B are both in effect.	hed:HED_0013156			
hed:HED_0013158	2	Or	hed:HED_0013156		(A, (Or, B)) means at least one of A and B are in effect.	hed:HED_0013156			
hed:HED_0013159	1	Spatial-relation	hed:HED_0013128		Indicating a relationship about position between entities.	hed:HED_0013128			
hed:HED_0013160	2	Above	hed:HED_0013159		(A, (Above, B)) means A is in a place or position that is higher than B.	hed:HED_0013159			
hed:HED_0013161	2	Across-from	hed:HED_0013159		(A, (Across-from, B)) means A is on the opposite side of something from B.	hed:HED_0013159			
hed:HED_0013162	2	Adjacent-to	hed:HED_0013159		(A, (Adjacent-to, B)) indicates that A is next to B in time or space.	hed:HED_0013159			
hed:HED_0013163	2	Ahead-of	hed:HED_0013159		(A, (Ahead-of, B)) indicates that A is further forward in time or space in B.	hed:HED_0013159			
hed:HED_0013164	2	Around	hed:HED_0013159		(A, (Around, B)) means A is in or near the present place or situation of B.	hed:HED_0013159			
hed:HED_0013165	2	Behind	hed:HED_0013159		(A, (Behind, B)) means A is at or to the far side of B, typically so as to be hidden by it.	hed:HED_0013159			
hed:HED_0013166	2	Below	hed:HED_0013159		(A, (Below, B)) means A is in a place or position that is lower than the position of B.	hed:HED_0013159			
hed:HED_0013167	2	Between	hed:HED_0013159		(A, (Between, (B, C))) means A is in the space or interval separating B and C.	hed:HED_0013159			
hed:HED_0013168	2	Bilateral-to	hed:HED_0013159		(A, (Bilateral, B)) means A is on both sides of B or affects both sides of B.	hed:HED_0013159			
hed:HED_0013169	2	Bottom-edge-of	hed:HED_0013159	relatedTag=Left-edge-of, relatedTag=Right-edge-of, relatedTag=Top-edge-of	(A, (Bottom-edge-of, B)) means A is on the bottom most part or or near the boundary of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013175) and (hed:HED_0010105 some hed:HED_0013182) and (hed:HED_0010105 some hed:HED_0013186)			
hed:HED_0013170	2	Boundary-of	hed:HED_0013159		(A, (Boundary-of, B)) means A is on or part of the edge or boundary of B.	hed:HED_0013159			
hed:HED_0013171	2	Center-of	hed:HED_0013159		(A, (Center-of, B)) means A is at a point or or in an area that is approximately central within B.	hed:HED_0013159			
hed:HED_0013172	2	Close-to	hed:HED_0013159		(A, (Close-to, B)) means A is at a small distance from or is located near in space to B.	hed:HED_0013159			
hed:HED_0013173	2	Far-from	hed:HED_0013159		(A, (Far-from, B)) means A is at a large distance from or is not located near in space to B.	hed:HED_0013159			
hed:HED_0013174	2	In-front-of	hed:HED_0013159		(A, (In-front-of, B)) means A is in a position just ahead or at the front part of B, potentially partially blocking B from view.	hed:HED_0013159			
hed:HED_0013175	2	Left-edge-of	hed:HED_0013159	relatedTag=Bottom-edge-of, relatedTag=Right-edge-of, relatedTag=Top-edge-of	(A, (Left-edge-of, B)) means A is located on the left side of B on or near the boundary of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013169) and (hed:HED_0010105 some hed:HED_0013182) and (hed:HED_0010105 some hed:HED_0013186)			
hed:HED_0013176	2	Left-side-of	hed:HED_0013159	relatedTag=Right-side-of	(A, (Left-side-of, B)) means A is located on the left side of B usually as part of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013183)			
hed:HED_0013177	2	Lower-center-of	hed:HED_0013159	relatedTag=Center-of, relatedTag=Lower-left-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-right-of	(A, (Lower-center-of, B)) means A is situated on the lower center part of B (due south). This relation is often used to specify qualitative information about screen position.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013171) and (hed:HED_0010105 some hed:HED_0013178) and (hed:HED_0010105 some hed:HED_0013179) and (hed:HED_0010105 some hed:HED_0013189) and (hed:HED_0010105 some hed:HED_0013191)			
hed:HED_0013178	2	Lower-left-of	hed:HED_0013159	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-left-of, relatedTag=Upper-right-of	(A, (Lower-left-of, B)) means A is situated on the lower left part of B. This relation is often used to specify qualitative information about screen position.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013171) and (hed:HED_0010105 some hed:HED_0013177) and (hed:HED_0010105 some hed:HED_0013179) and (hed:HED_0010105 some hed:HED_0013189) and (hed:HED_0010105 some hed:HED_0013190) and (hed:HED_0010105 some hed:HED_0013191)			
hed:HED_0013179	2	Lower-right-of	hed:HED_0013159	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-left-of, relatedTag=Upper-left-of, relatedTag=Upper-center-of, relatedTag=Upper-left-of, relatedTag=Lower-right-of	(A, (Lower-right-of, B)) means A is situated on the lower right part of B. This relation is often used to specify qualitative information about screen position.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013171) and (hed:HED_0010105 some hed:HED_0013177) and (hed:HED_0010105 some hed:HED_0013178) and (hed:HED_0010105 some hed:HED_0013190) and (hed:HED_0010105 some hed:HED_0013189) and (hed:HED_0010105 some hed:HED_0013190) and (hed:HED_0010105 some hed:HED_0013179)			
hed:HED_0013180	2	Outside-of	hed:HED_0013159		(A, (Outside-of, B)) means A is located in the space around but not including B.	hed:HED_0013159			
hed:HED_0013181	2	Over	hed:HED_0013159		(A, (Over, B)) means A above is above B so as to cover or protect or A extends over the a general area as from a from a vantage point.	hed:HED_0013159			
hed:HED_0013182	2	Right-edge-of	hed:HED_0013159	relatedTag=Bottom-edge-of, relatedTag=Left-edge-of, relatedTag=Top-edge-of	(A, (Right-edge-of, B)) means A is located on the right side of B on or near the boundary of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013169) and (hed:HED_0010105 some hed:HED_0013175) and (hed:HED_0010105 some hed:HED_0013186)			
hed:HED_0013183	2	Right-side-of	hed:HED_0013159	relatedTag=Left-side-of	(A, (Right-side-of, B)) means A is located on the right side of B usually as part of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013176)			
hed:HED_0013184	2	To-left-of	hed:HED_0013159		(A, (To-left-of, B)) means A is located on or directed toward the side to the west of B when B is facing north. This term is used when A is not part of B.	hed:HED_0013159			
hed:HED_0013185	2	To-right-of	hed:HED_0013159		(A, (To-right-of, B)) means A is located on or directed toward the side to the east of B when B is facing north. This term is used when A is not part of B.	hed:HED_0013159			
hed:HED_0013186	2	Top-edge-of	hed:HED_0013159	relatedTag=Left-edge-of, relatedTag=Right-edge-of, relatedTag=Bottom-edge-of	(A, (Top-edge-of, B)) means A is on the uppermost part or or near the boundary of B.	hed:HED_0013159 and (hed:HED_0010105 some hed:HED_0013175) and (hed:HED_0010105 some hed:HED_0013182) and (hed:HED_0010105 some hed:HED_0013169)			
